Frame,Pitch,Yaw,Roll,EAR,MAR
1,-0.7962813218970369,9.54421845598077,-0.0657316199431319,0.16933722676728527,0.031189143077590267
2,2.665313959560161,6.487718204199865,-0.12767851672430608,0.19911716511823008,0.10272943656195971
3,2.9351510615151812,6.000134554708818,-0.09308041868178164,0.192122770251209,0.11923364427786043
4,3.169077283558607,5.819546786944429,-0.09522262368840151,0.20009331925292673,0.13569671231725197
5,2.679949486335913,5.887564120277332,-0.09957467127315696,0.18879869345839118,0.11726625745504865
6,2.547542957378775,5.603727917194813,-0.0891837680334111,0.1896609744439139,0.1170571835252044
7,2.7143639290233073,5.842476055580324,-0.08896741552093812,0.18765039976201853,0.1153624324342259
8,2.5929076565252673,5.5468661053678785,-0.07346061352652052,0.17444347369601715,0.112190436607907
9,2.6531824719718724,5.394175721719418,-0.06777377170514468,0.18890638690382477,0.12921545954672792
10,2.5036817919188366,5.437359487485244,-0.08215618876624968,0.18558892742448496,0.1153624324342259
11,2.383907082161434,5.006389179095328,-0.07484984425835418,0.1879238234093965,0.12961561160514443
12,2.3890346303725924,5.057641130697005,-0.08024294344001337,0.18325541630934683,0.1315334104411641
13,2.226271650403126,5.144945776377855,-0.07432739770689015,0.18515854685894123,0.12961561160514443
14,1.7541544617634115,4.1748775100754285,-0.037916132808306434,0.19206841063734548,0.11201362168464564
15,1.804976807760952,3.647609019197416,-0.03048122579332401,0.19203712586408125,0.08038418992031009
16,1.8245343690970874,3.749508778606063,-0.026479252497523212,0.20144818137213585,0.07920559147847744
17,3.3739980298724577,2.131873009544127,-0.07623420568702627,0.21304244445382636,0.01815483105328993
18,3.264111201763309,1.9760443319544048,-0.07655695310027627,0.20140605373952372,0.03630966210657986
19,3.260595890009767,2.0509373737223426,-0.07523066585479461,0.20062012700022286,0.03626784788941068
20,3.84121317418539,0.5980709380111598,-0.11965289649886952,0.19172529056421095,0.0850871259623034
21,4.000915528367324,0.8953290693933913,-0.13546179198508415,0.2172170672150261,0.08502943324962729
22,4.084261029179208,-0.619887945163151,-0.13212448379261368,0.23676990227946262,0.08695652173913043
23,4.201755512258602,-0.5957241531598473,-0.1317797606789878,0.21441659671502517,0.08687444855261388
24,4.225844108707415,-1.8101713846933871,-0.12215944655477769,0.22895972044113058,0.062486441045507005
25,3.977334037602071,-1.8552369113533818,-0.12240280231027456,0.22688442357891198,0.06382978723404255
26,3.9258370840439656,-1.8735807786125827,-0.12136264059497379,0.22688442357891198,0.062486441045507005
27,3.9319038861294313,-1.8852970559993127,-0.12122673286897291,0.22688442357891198,0.06382978723404255
28,2.3260111047253273,-2.7717778316754376,-0.10650715331397494,0.19437626490604404,0.059988003598800424
29,2.835359508492211,-3.452001682358582,-0.10799486493091814,0.17477848013192177,0.059988003598800424
30,3.071034593703337,-3.7649817420990352,-0.11373801656825587,0.17395331751864856,0.08161565865007725
31,2.9192358027045904,-3.67449142412363,-0.11400846620903188,0.17549027903807327,0.08161565865007725
32,2.1954103501857336,-5.18682304567189,-0.10778866281850485,0.23793065723047413,0.03772913389522725
33,2.3893916756936315,-5.130914731762428,-0.11937861608090233,0.17966940352203492,0.03845442846268641
34,2.0199749479268037,-5.277587548071464,-0.12235030933629654,0.1932420717700214,0.03845442846268641
35,1.5020250449317618,-6.081718095683459,-0.13374722541577122,0.2448857968857912,0.058823529411764705
36,1.9433476930159317,-6.352535523497722,-0.13793721337179304,0.20542711769588612,0.05768164269402962
37,1.64527567796626,-6.186936487124489,-0.12917507125112065,0.20300226755535838,0.057692307692307696
38,1.3150750170306775,-6.366090555755663,-0.1369084670561476,0.22478831897974072,0.058823529411764705
39,1.2990808876615683,-6.554026425102403,-0.13546458150325716,0.22116991562743213,0.058812224803336734
40,1.3046174129760035,-6.564591433130172,-0.13431883501025763,0.22803216071624827,0.058812224803336734
41,0.7119141746753301,-6.389741071592758,-0.11189411875761378,0.2239471181678115,0.041401567824256115
42,1.113134785166761,-6.292153090310198,-0.11932360517058167,0.22758703118447116,0.05660377358490566
43,0.5309674128602875,-6.349762236791957,-0.09183849727834008,0.23434937480640156,0.03508232077228117
44,0.7082736647859983,-5.881729382469661,-0.09989955489536717,0.22122464711153647,0.05453644100254488
45,0.3815792494197601,-5.790698462650707,-0.05371744039976822,0.226997065552217,0.016946718543287685
46,0.18916262238293327,-5.674540538711346,-0.038411207078880794,0.24404295079675875,0.023566953078897113
47,0.34177395931193266,-5.665109199920458,-0.04780684776728368,0.2264794245928213,0.0
48,0.37187560354506055,-3.681478735613777,-0.009680573395020795,0.2553604665174015,0.023180714250535188
49,0.647562518718296,-3.6938197253794756,-0.0252445953868467,0.2416575355991953,0.03389343708657537
50,0.9383163585387961,-3.1855734438838126,-0.02829201300979887,0.23846845808788605,0.06665740933597333
51,0.909944259441702,-3.3069558999060753,-0.024962355817325862,0.25432148745886113,0.06662966046527696
52,0.9371863557625044,-2.944024671550491,-0.04362434123278529,0.2294308361309167,0.1184909895864682
53,1.0379532469193375,-3.2743751918071258,-0.04730126681704327,0.25496847711041554,0.08469711416439278
